"","X18111","X18112","X18113","X18114","X18115","X18116","X18117","X18118","X18119","X18120","X18121","X18123","X18126","X18127","X18128","X18130","X18131","X18132","X18133","X18140","X18142","X18144","X18146","X18151","X18156","X18161","X18166","X18170","X18174","X18178","X18182","X18187","X18192","X18197","X18201","X18206","X18211","X18216","X18221","X18226","X18232","X18236","X18240","X18244","X18248","X18252","X18255","X18259","X18263","X18267","X18283","X18287","X18291","X18298","X18302","X18306","X18310","X18314","X18318","X18321","X18324","X18327","X18332","X18335","X18336","X18337","X18338","X18339","X18479","X18485","X18491","X18605","X18609","X18613","X18617","X18620","X18622","X18623","X18627","X18710","X18716","X18722","X18990","X19033","X19035","X19039","X19041","X19045","X19047","X19051","X19149","X19156","X19166","X19183","X19190","X19197","X4","X5","X6","X17","X22","X27","X31","X36","X38","X43","X48"
"X2009M03","-3.020000e+01","-3.170000e+01","-2.400000e+01","-3.940000e+01","-5.160000e+01","-2.150000e+01","-2.400000e+00","-1.300000e+00","-1.890000e+01","-2.080000e+01","-2.000000e+01","-3.860000e+01","-4.280000e+01"," 2.070000e+01","-6.570000e+01","-2.940000e+01","-4.370000e+01","-1.370000e+01","-6.780000e+01"," 1.090973e+02"," 8.506986e+01"," 1.330800e+00","-1.902950e-01"," 1.500375e-01"," 5.757869e+00","-3.499358e-01"," 2.505174e-01"," 1.400233e-01"," 2.484913e-01","-1.703318e+00"," 5.657412e-01"," 9.551098e-03","-3.474557e-01","-2.216925e+00"," 2.727419e-01","-1.457584e-01"," 5.690224e-02","-4.719101e-01"," 4.182209e-01"," 1.829531e-01","-1.937076e+00"," 1.219633e+00"," 2.284978e-01"," 4.562567e-01","-1.311858e-01","-6.584723e-02","-2.000000e-01"," 1.000000e-01"," 5.800000e+00","-3.000000e-01"," 6.000000e-01"," 0.000000e+00","-3.000000e-01"," 3.000000e-01","-1.000000e-01"," 0.000000e+00","-4.000000e-01"," 4.000000e-01","-1.900000e+00"," 5.000000e-01"," 0.000000e+00"," 2.000000e-01","-1.980000e+01","-4.500000e+01","-4.500000e+00"," 1.635500e+00"," 3.647400e+00"," 1.062000e+00"," 3.880000e+02"," 9.750000e+02"," 1.363000e+03"," 2.447000e+03"," 9.533031e+01"," 9.860655e+01"," 9.927359e+01"," 5.159981e+01"," 1.784236e+05"," 9.550384e+01"," 9.781291e+01"," 2.640000e+01"," 7.200000e+00"," 9.100000e+00","-4.201681e-01"," 1.154590e+02","-1.836993e+00"," 1.205100e+02"," 9.362078e+01"," 9.999000e+01","-1.561163e+00"," 1.028609e+02"," 6.249069e+00","-3.537736e-01","-6.434413e+00"," 4.046104e+01"," 4.646915e+01","-6.008109e+00"," 6.200000e+00"," 6.300000e+00"," 5.100000e+00"," 6.902900e+02"," 4.794000e+01"," 3.650000e+00","-3.940978e-01"," 8.711968e+01"," 7.640000e+01"," 2.800000e+11"," 9.232000e+01"
"X2009M04","-3.260000e+01","-3.300000e+01","-2.440000e+01","-4.150000e+01","-4.800000e+01","-2.940000e+01","-3.360000e+01","-2.410000e+01","-1.950000e+01","-3.150000e+01"," 9.300000e+00","-3.330000e+01","-3.980000e+01"," 1.760000e+01","-5.970000e+01","-2.240000e+01","-4.220000e+01","-8.200000e+00","-6.090000e+01"," 1.085959e+02"," 8.402104e+01"," 1.327500e+00"," 7.414469e-02"," 6.242197e-02"," 5.383443e-01","-4.682196e-01"," 4.128640e-01","-1.165230e-02"," 5.901794e-02","-2.211302e+00"," 3.125326e-02"," 1.146022e-01"," 8.885390e-01"," 2.645051e+00","-3.200000e-02","-3.697937e-01"," 0.000000e+00"," 3.612554e-01"," 2.476362e-01"," 1.611344e-01","-7.340014e-03","-9.796238e-03"," 3.283381e-01"," 1.935144e-01"," 3.565577e-01"," 3.514166e-01"," 1.000000e-01"," 1.000000e-01"," 5.000000e-01","-5.000000e-01"," 0.000000e+00"," 1.000000e-01"," 9.000000e-01"," 0.000000e+00","-4.000000e-01"," 0.000000e+00"," 4.000000e-01"," 2.000000e-01"," 0.000000e+00"," 2.000000e-01"," 3.000000e-01"," 2.000000e-01","-1.570000e+01","-3.240000e+01","-7.100000e+00"," 1.422300e+00"," 3.659100e+00"," 8.419000e-01"," 3.960000e+02"," 9.800000e+02"," 1.376000e+03"," 2.403900e+03"," 9.581355e+01"," 9.894142e+01"," 9.896082e+01"," 5.711495e+01"," 1.811711e+05"," 9.591070e+01"," 9.760880e+01"," 2.640000e+01"," 7.300000e+00"," 9.200000e+00","-1.054852e-01"," 9.071924e+01","-3.226500e-02"," 1.200100e+02"," 8.512071e+01"," 9.573000e+01"," 1.086248e-02"," 9.351078e+01"," 1.539900e+00"," 1.065089e+00"," 1.068832e+01"," 3.740885e+01"," 4.368260e+01","-6.273756e+00"," 8.300000e+00"," 5.900000e+00"," 4.800000e+00"," 6.665500e+02"," 4.965000e+01"," 3.660000e+00","-1.506696e-01"," 8.735632e+01"," 7.503333e+01"," 2.810000e+11"," 9.252667e+01"
"X2009M05","-3.320000e+01","-3.780000e+01","-2.340000e+01","-5.220000e+01","-5.220000e+01","-1.550000e+01","-5.700000e+00","-1.900000e+00","-2.110000e+01","-2.590000e+01","-1.560000e+01","-2.930000e+01","-3.790000e+01"," 9.400000e+00","-6.180000e+01","-1.670000e+01","-3.900000e+01","-1.320000e+01","-6.340000e+01"," 1.088227e+02"," 8.119708e+01"," 1.409800e+00"," 2.963590e-01"," 1.996257e-01"," 0.000000e+00","-3.410561e-01"," 1.406622e-01"," 2.097658e-01"," 4.482718e-01","-1.692674e+00"," 5.207248e-02"," 8.585329e-02"," 8.918618e-02"," 7.243795e-01"," 1.672535e+00"," 2.930260e-01"," 0.000000e+00"," 1.012373e-01"," 3.143948e-01"," 1.501502e-01","-5.666442e-01"," 5.878319e-02"," 1.543745e-01"," 1.880400e-01"," 1.663272e-01"," 1.641497e-01"," 3.000000e-01"," 2.000000e-01"," 0.000000e+00","-3.000000e-01"," 0.000000e+00","-1.000000e-01"," 1.000000e-01"," 1.700000e+00"," 3.000000e-01"," 0.000000e+00"," 1.000000e-01"," 3.000000e-01","-5.000000e-01"," 2.000000e-01"," 3.000000e-01"," 1.000000e-01","-1.540000e+01","-2.980000e+01","-8.700000e+00"," 1.281700e+00"," 3.804500e+00"," 7.821000e-01"," 3.930000e+02"," 9.660000e+02"," 1.359000e+03"," 2.394500e+03"," 9.643638e+01"," 9.931850e+01"," 9.871166e+01"," 6.162190e+01"," 2.180889e+05"," 9.643459e+01"," 9.750611e+01"," 2.620000e+01"," 7.300000e+00"," 9.200000e+00"," 1.055966e-01"," 8.336931e+01"," 1.204949e+00"," 1.078090e+02"," 7.700064e+01"," 9.033000e+01"," 1.433692e+00"," 8.589072e+01"," 2.037730e+01","-2.341920e-01"," 7.891009e+00"," 3.740571e+01"," 4.285798e+01","-5.452267e+00"," 8.400000e+00"," 5.200000e+00"," 3.900000e+00"," 6.891800e+02"," 5.903000e+01"," 3.800000e+00"," 9.275870e-02"," 8.759297e+01"," 7.366667e+01"," 2.820000e+11"," 9.273333e+01"
"X2009M06","-3.560000e+01","-3.480000e+01","-2.370000e+01","-4.590000e+01","-5.130000e+01","-2.340000e+01","-4.100000e+01","-2.300000e+01","-1.980000e+01","-2.570000e+01"," 4.600000e+00","-2.630000e+01","-3.920000e+01"," 4.600000e+00","-6.350000e+01","-1.090000e+01","-2.600000e+01","-9.600000e+00","-6.330000e+01"," 1.091243e+02"," 7.915768e+01"," 1.413400e+00","-6.331786e-01"," 8.716225e-02","-7.476258e-01"," 4.720321e-01"," 1.512696e-01"," 1.628096e-01"," 3.405755e-01"," 1.170299e+00","-2.602269e-01"," 0.000000e+00"," 1.236356e+00"," 5.246404e+00","-5.509642e-02","-3.213868e-01"," 0.000000e+00"," 6.629958e-01","-1.007388e-01"," 1.285072e-01"," 3.093884e+00","-1.762460e-01"," 1.535612e-01"," 4.247818e-03"," 9.938653e-02"," 1.092538e-01","-6.000000e-01"," 1.000000e-01","-8.000000e-01"," 5.000000e-01","-3.000000e-01"," 1.000000e-01"," 1.300000e+00","-1.000000e-01","-3.000000e-01"," 0.000000e+00"," 6.000000e-01","-1.000000e-01"," 3.100000e+00"," 0.000000e+00"," 1.000000e-01"," 1.000000e-01","-1.390000e+01","-2.870000e+01","-4.100000e+00"," 1.227900e+00"," 3.899700e+00"," 6.980000e-01"," 3.660000e+02"," 9.040000e+02"," 1.270000e+03"," 2.340800e+03"," 9.710956e+01"," 9.971092e+01"," 9.852689e+01"," 6.173479e+01"," 1.939812e+05"," 9.699999e+01"," 9.748650e+01"," 2.510000e+01"," 6.900000e+00"," 8.800000e+00"," 4.219409e-01"," 7.780935e+01"," 1.275646e+00"," 1.285107e+02"," 9.604080e+01"," 1.071400e+02"," 1.809616e+00"," 1.085809e+02","-1.105408e+01"," 1.525822e+00"," 1.831957e-01"," 4.227865e+01"," 4.876899e+01","-6.490340e+00"," 9.600000e+00"," 4.900000e+00"," 3.600000e+00"," 6.662400e+02"," 6.964000e+01"," 3.900000e+00"," 3.361870e-01"," 8.782961e+01"," 7.230000e+01"," 2.820000e+11"," 9.294000e+01"
"X2009M07","-3.630000e+01","-3.520000e+01","-2.210000e+01","-4.840000e+01","-5.120000e+01","-1.790000e+01","-2.470000e+01","-1.630000e+01","-1.780000e+01","-1.770000e+01"," 6.400000e+00","-2.590000e+01","-3.440000e+01"," 4.600000e+00","-5.890000e+01","-1.430000e+01","-2.280000e+01","-9.400000e+00","-6.050000e+01"," 1.088019e+02"," 7.874256e+01"," 1.413800e+00","-8.177570e-01"," 2.363772e-01","-8.214577e+00"," 8.221752e-02"," 1.186752e-01","-8.127250e-02"," 9.831461e-01","-3.191065e-01","-7.096640e-01"," 1.524971e-01"," 1.540323e-01","-1.601882e+00"," 4.725154e-02","-7.816317e-02"," 0.000000e+00"," 1.261442e+00","-1.456583e-01","-4.491979e-01","-9.371113e-01","-1.775380e+00"," 7.897215e-02","-3.323942e-01"," 8.231447e-01"," 6.875477e-01","-8.000000e-01"," 2.000000e-01","-8.200000e+00"," 1.000000e-01","-7.000000e-01"," 4.000000e-01"," 2.000000e-01"," 0.000000e+00","-1.000000e-01"," 0.000000e+00"," 1.200000e+00","-3.000000e-01","-9.000000e-01","-4.000000e-01"," 7.000000e-01","-5.000000e-01","-1.330000e+01","-2.700000e+01","-4.100000e+00"," 9.750000e-01"," 3.732900e+00"," 3.576000e-01"," 3.570000e+02"," 8.530000e+02"," 1.210000e+03"," 2.431100e+03"," 9.777507e+01"," 1.001006e+02"," 9.840205e+01"," 6.124561e+01"," 1.954123e+05"," 9.758548e+01"," 9.753251e+01"," 2.460000e+01"," 6.800000e+00"," 8.700000e+00","-1.050420e-01"," 7.965934e+01","-3.673769e-01"," 1.258105e+02"," 8.818073e+01"," 1.051500e+02","-4.838031e-01"," 9.056075e+01"," 7.377516e-01","-1.387283e+00","-7.923965e-01"," 4.496327e+01"," 4.727679e+01","-2.313524e+00"," 1.190000e+01"," 4.700000e+00"," 3.000000e+00"," 6.623200e+02"," 6.415000e+01"," 3.730000e+00"," 3.303415e-01"," 8.810007e+01"," 7.266667e+01"," 2.820000e+11"," 9.335333e+01"
"X2009M08","-3.480000e+01","-3.420000e+01","-2.030000e+01","-4.810000e+01","-4.480000e+01","-1.150000e+01","-2.410000e+01","-1.330000e+01","-1.710000e+01","-1.900000e+01"," 4.400000e+00","-2.370000e+01","-3.170000e+01"," 6.300000e+00","-5.470000e+01","-1.020000e+01","-1.290000e+01","-1.100000e+01","-5.790000e+01"," 1.090549e+02"," 7.776346e+01"," 1.427200e+00","-8.244994e-01"," 9.929254e-02"," 7.718753e+00"," 4.694285e-01"," 2.370690e-01"," 3.021148e-01","-3.477051e-02"," 1.147126e+00"," 9.985285e-01","-2.759802e-01"," 5.053279e-01"," 2.629781e+00","-2.125315e-01"," 1.075584e-01"," 1.706096e-01"," 5.622313e-01"," 4.824955e-01"," 5.156854e-01"," 1.856633e+00"," 1.428001e+00"," 2.499640e-01"," 6.459750e-01"," 9.031371e-02"," 1.192283e-01","-8.000000e-01"," 1.000000e-01"," 7.700000e+00"," 5.000000e-01"," 1.000000e+00","-6.000000e-01"," 5.000000e-01","-2.000000e-01"," 1.000000e-01"," 1.000000e-01"," 5.000000e-01"," 6.000000e-01"," 1.800000e+00"," 8.000000e-01"," 1.000000e-01"," 6.000000e-01","-1.580000e+01","-3.280000e+01","-7.100000e+00"," 8.605000e-01"," 3.587400e+00"," 3.475000e-01"," 3.890000e+02"," 8.910000e+02"," 1.280000e+03"," 2.629000e+03"," 9.842824e+01"," 1.004912e+02"," 9.833057e+01"," 6.756683e+01"," 1.933245e+05"," 9.818385e+01"," 9.762995e+01"," 2.610000e+01"," 7.100000e+00"," 9.200000e+00"," 3.154574e-01"," 7.499938e+01"," 1.632954e+00"," 8.530711e+01"," 5.876049e+01"," 6.820000e+01"," 1.574720e+00"," 6.267052e+01","-1.068386e+00"," 0.000000e+00"," 1.032111e+01"," 3.196790e+01"," 3.928502e+01","-7.317118e+00"," 1.310000e+01"," 4.300000e+00"," 2.200000e+00"," 6.658300e+02"," 7.105000e+01"," 3.590000e+00"," 3.244961e-01"," 8.837052e+01"," 7.303333e+01"," 2.820000e+11"," 9.376667e+01"
"X2009M09","-3.550000e+01","-3.280000e+01","-1.780000e+01","-4.790000e+01","-4.380000e+01","-6.500000e+00","-2.610000e+01","-1.140000e+01","-1.480000e+01","-1.460000e+01"," 1.600000e+00","-1.900000e+01","-2.790000e+01"," 2.200000e+00","-5.320000e+01","-1.600000e+00","-8.000000e+00","-6.500000e+00","-5.400000e+01"," 1.092155e+02"," 7.614990e+01"," 1.464300e+00"," 5.182466e-01","-2.479851e-02"," 2.553279e+00"," 1.752132e-01"," 2.365083e-01"," 1.853568e-01"," 1.159420e-01"," 1.186865e-01"," 6.244146e-02","-2.767440e-01","-1.180457e+00","-1.630616e+00","-3.391970e-01","-6.055870e-01"," 2.600204e+00","-2.850252e+00"," 2.010050e-01","-2.458316e-01","-7.247747e-01"," 3.248991e-01"," 2.263621e-01","-3.442234e-01","-1.055182e+00","-8.227780e-01"," 5.000000e-01"," 0.000000e+00"," 2.600000e+00"," 2.000000e-01"," 1.000000e-01","-3.000000e-01","-1.200000e+00","-3.000000e-01","-6.000000e-01"," 2.700000e+00","-2.700000e+00"," 2.000000e-01","-7.000000e-01","-3.000000e-01","-8.000000e-01","-2.000000e-01","-1.160000e+01","-1.950000e+01"," 5.000000e+00"," 7.721000e-01"," 3.586900e+00"," 3.632000e-01"," 4.220000e+02"," 9.010000e+02"," 1.323000e+03"," 2.602600e+03"," 9.903018e+01"," 1.008983e+02"," 9.830179e+01"," 7.149778e+01"," 2.028200e+05"," 9.876749e+01"," 9.776548e+01"," 2.800000e+01"," 6.900000e+00"," 9.200000e+00","-3.144654e-01"," 7.883934e+01"," 5.182958e-01"," 1.228102e+02"," 1.009308e+02"," 1.069600e+02"," 8.635938e-01"," 1.059809e+02"," 4.911687e+00"," 7.033998e-01"," 5.817862e+00"," 4.484565e+01"," 5.063219e+01","-5.786545e+00"," 1.280000e+01"," 3.600000e+00"," 1.800000e+00"," 6.812300e+02"," 6.941000e+01"," 3.590000e+00"," 3.186506e-01"," 8.864097e+01"," 7.340000e+01"," 2.820000e+11"," 9.418000e+01"
"X2009M10","-3.120000e+01","-3.140000e+01","-1.620000e+01","-4.670000e+01","-4.310000e+01","-3.900000e+00","-2.990000e+01","-1.200000e+01","-1.400000e+01","-1.050000e+01"," 2.100000e+00","-1.780000e+01","-2.750000e+01"," 2.200000e+00","-5.250000e+01"," 1.200000e+00","-8.100000e+00","-6.200000e+00","-5.190000e+01"," 1.093716e+02"," 7.487922e+01"," 1.480000e+00"," 4.726101e-01"," 1.240233e-02","-8.031322e-02"," 5.013993e-01"," 0.000000e+00"," 2.197040e-01"," 0.000000e+00"," 1.620126e+00"," 1.040042e-02"," 2.200957e-01"," 1.880323e-01","-7.216960e-01","-2.849454e-01","-4.815252e-01"," 5.533422e-02","-4.062288e-01","-8.915636e-02"," 9.643202e-02"," 5.012731e-01","-1.570167e-01"," 4.356084e-02","-1.328562e-02"," 2.441650e-01"," 2.074009e-01"," 5.000000e-01"," 0.000000e+00","-1.000000e-01"," 5.000000e-01"," 0.000000e+00"," 5.000000e-01"," 2.000000e-01","-3.000000e-01","-5.000000e-01"," 1.000000e-01","-4.000000e-01","-1.000000e-01"," 5.000000e-01"," 0.000000e+00"," 1.000000e-01"," 1.000000e-01","-1.040000e+01","-1.580000e+01"," 6.900000e+00"," 7.375000e-01"," 3.557900e+00"," 3.587000e-01"," 4.410000e+02"," 1.018000e+03"," 1.459000e+03"," 2.686600e+03"," 9.951185e+01"," 1.012589e+02"," 9.830763e+01"," 7.262640e+01"," 2.123833e+05"," 9.927096e+01"," 9.792053e+01"," 2.880000e+01"," 7.600000e+00"," 9.800000e+00","-1.051525e-01"," 9.232923e+01","-6.599979e-01"," 1.206101e+02"," 1.053009e+02"," 1.088700e+02","-7.943058e-01"," 1.027909e+02"," 4.715139e+00"," 5.820722e-01"," 1.578536e+00"," 4.748326e+01"," 5.384652e+01","-6.363259e+00"," 1.170000e+01"," 2.200000e+00"," 3.000000e-01"," 7.048700e+02"," 7.572000e+01"," 3.560000e+00"," 6.987577e-01"," 8.891143e+01"," 7.450000e+01"," 2.830000e+11"," 9.476000e+01"
"X2009M11","-3.080000e+01","-3.300000e+01","-1.600000e+01","-4.990000e+01","-4.690000e+01","-4.300000e+00","-1.920000e+01","-8.700000e+00","-9.800000e+00","-9.100000e+00"," 2.600000e+00","-1.640000e+01","-2.420000e+01"," 2.900000e+00","-5.360000e+01"," 7.200000e+00","-1.800000e+00","-5.400000e+00","-5.160000e+01"," 1.093461e+02"," 7.435045e+01"," 1.502300e+00"," 6.414368e-02"," 2.207341e+00"," 4.018889e-02"," 3.016591e-01"," 9.652510e-02"," 2.076843e-01"," 0.000000e+00"," 7.777058e-01"," 9.359401e-02","-3.819345e-02"," 3.753588e-01"," 3.100863e+00","-8.334656e-01","-3.653599e-01","-1.216680e-01","-7.931113e-02"," 8.923592e-02"," 1.391565e-01"," 1.874136e+00","-5.897385e-02"," 1.186027e-01","-1.142705e-02","-2.265500e-01","-1.633987e-01"," 1.000000e-01"," 2.200000e+00"," 0.000000e+00"," 3.000000e-01"," 1.000000e-01"," 2.000000e-01"," 4.000000e-01","-8.000000e-01","-4.000000e-01"," 0.000000e+00","-1.000000e-01"," 2.000000e-01"," 1.900000e+00","-1.000000e-01","-2.000000e-01"," 2.000000e-01","-8.500000e+00","-1.290000e+01"," 7.000000e+00"," 7.162000e-01"," 3.555200e+00"," 3.624000e-01"," 4.330000e+02"," 1.094000e+03"," 1.527000e+03"," 2.726300e+03"," 9.983439e+01"," 1.015133e+02"," 9.833819e+01"," 7.176361e+01"," 2.341937e+05"," 9.964187e+01"," 9.807743e+01"," 2.820000e+01"," 8.000000e+00"," 1.000000e+01"," 2.105263e-01"," 1.045791e+02"," 9.654313e-01"," 1.084090e+02"," 9.894082e+01"," 1.008200e+02"," 1.403764e+00"," 9.862082e+01"," 1.026938e+01","-8.101852e-01","-1.187987e+00"," 4.341831e+01"," 5.372174e+01","-1.030343e+01"," 1.240000e+01"," 1.700000e+00","-2.000000e-01"," 7.831300e+02"," 7.799000e+01"," 3.560000e+00"," 1.078865e+00"," 8.918188e+01"," 7.560000e+01"," 2.840000e+11"," 9.534000e+01"
"X2009M12","-3.110000e+01","-3.220000e+01","-1.670000e+01","-4.780000e+01","-4.560000e+01","-6.900000e+00","-1.690000e+01","-8.200000e+00","-1.000000e+01","-1.180000e+01"," 7.000000e-01","-1.470000e+01","-2.370000e+01","-3.700000e+00","-5.050000e+01"," 2.600000e+00"," 1.300000e+00","-7.200000e+00","-5.310000e+01"," 1.089993e+02"," 7.613806e+01"," 1.440600e+00","-1.175214e-01"," 6.915797e-01"," 3.213819e-01"," 2.660497e-01"," 1.071467e-01"," 2.417962e-01"," 1.354951e+00"," 7.717042e-02","-7.272727e-02"," 5.731206e-02"," 4.289485e-01","-8.262642e-01","-2.081165e-01"," 9.217047e-01"," 0.000000e+00"," 3.174963e-01"," 3.231918e-01"," 2.672368e-01","-3.543466e-01"," 2.557042e-01"," 1.339146e-01"," 4.009036e-01"," 5.578773e-01"," 4.800873e-01","-1.000000e-01"," 7.000000e-01"," 3.000000e-01"," 3.000000e-01","-1.000000e-01"," 2.000000e-01"," 4.000000e-01","-2.000000e-01"," 9.000000e-01"," 0.000000e+00"," 3.000000e-01"," 4.000000e-01","-4.000000e-01"," 4.000000e-01"," 5.000000e-01"," 3.000000e-01","-9.200000e+00","-1.500000e+01"," 8.400000e+00"," 7.120000e-01"," 3.475100e+00"," 3.546000e-01"," 3.990000e+02"," 1.111000e+03"," 1.511000e+03"," 2.681400e+03"," 9.998738e+01"," 1.016123e+02"," 9.838355e+01"," 7.343678e+01"," 2.182557e+05"," 9.985191e+01"," 9.822420e+01"," 2.570000e+01"," 8.000000e+00"," 9.600000e+00"," 0.000000e+00"," 1.301089e+02","-3.392967e-01"," 7.960663e+01"," 9.918083e+01"," 8.837000e+01","-1.168991e+00"," 9.889082e+01","-6.805497e+00"," 1.866978e+00"," 2.331504e+00"," 4.225336e+01"," 5.085643e+01","-8.603072e+00"," 1.230000e+01"," 1.600000e+00","-3.000000e-01"," 7.579700e+02"," 7.447000e+01"," 3.480000e+00"," 1.458972e+00"," 8.945233e+01"," 7.670000e+01"," 2.850000e+11"," 9.592000e+01"
"X2010M01","-2.690000e+01","-3.000000e+01","-1.220000e+01","-4.770000e+01","-4.380000e+01","-1.060000e+01","-3.900000e+00","-5.700000e+00","-6.200000e+00","-1.280000e+01"," 2.700000e+00","-1.450000e+01","-2.050000e+01","-1.300000e+00","-4.540000e+01"," 6.000000e-01"," 4.100000e+00","-5.000000e-01","-4.920000e+01"," 1.080322e+02"," 7.766838e+01"," 1.396600e+00"," 9.947588e-01"," 3.494397e-01","-9.580539e+00"," 4.383941e-01"," 6.421920e-02"," 2.756720e-01"," 1.028336e-01"," 1.195219e+00","-9.149511e-01","-7.637232e-02"," 1.259446e+00"," 4.021329e+00","-8.021176e-02","-5.597565e-01"," 1.107420e+00","-7.234091e-01","-1.444124e-01","-2.238806e-01"," 2.491773e+00","-1.873651e+00"," 1.059782e-01","-7.174141e-01"," 1.606406e-02"," 3.257683e-02"," 1.000000e+00"," 3.000000e-01","-9.600000e+00"," 4.000000e-01","-9.000000e-01"," 3.000000e-01"," 1.200000e+00","-1.000000e-01","-5.000000e-01"," 5.000000e-01","-7.000000e-01","-3.000000e-01"," 2.500000e+00","-9.000000e-01"," 1.000000e-01","-2.000000e-01","-8.200000e+00","-1.370000e+01"," 1.320000e+01"," 6.797000e-01"," 3.515700e+00"," 3.440000e-01"," 4.150000e+02"," 1.132000e+03"," 1.547000e+03"," 2.821800e+03"," 1.000390e+02"," 1.015533e+02"," 9.843434e+01"," 7.507339e+01"," 2.054154e+05"," 9.993623e+01"," 9.835904e+01"," 2.600000e+01"," 8.200000e+00"," 9.900000e+00"," 8.403361e-01"," 1.445788e+02"," 1.031672e+00"," 7.450621e+01"," 7.867066e+01"," 9.333000e+01"," 5.291554e-01"," 8.752073e+01","-5.883140e+00","-1.489118e+00"," 2.228607e+00"," 3.963163e+01"," 4.715252e+01","-7.520894e+00"," 1.170000e+01"," 1.900000e+00"," 1.000000e-01"," 7.759300e+02"," 7.833000e+01"," 3.520000e+00"," 1.570938e+00"," 8.945233e+01"," 7.640000e+01"," 2.850000e+11"," 9.512000e+01"
"X2010M02","-2.480000e+01","-2.990000e+01","-1.420000e+01","-4.560000e+01","-3.600000e+01","-4.800000e+00","-1.230000e+01","-7.800000e+00","-7.000000e+00","-9.700000e+00"," 6.500000e+00","-1.770000e+01","-2.050000e+01"," 8.000000e-01","-4.810000e+01","-4.300000e+00"," 3.000000e+00","-1.000000e-01","-4.720000e+01"," 1.073333e+02"," 8.107479e+01"," 1.357000e+00"," 7.413684e-02","-3.602305e-02"," 5.546944e+00"," 8.040432e-02"," 2.246230e-01"," 2.978236e-01","-2.853556e-01","-7.620015e-02"," 7.450157e-01"," 3.821534e-02","-1.730478e-01"," 9.611277e-02"," 1.003452e+00"," 4.147738e-01"," 0.000000e+00"," 1.457361e+00"," 8.566025e-01"," 5.556149e-01"," 4.032108e-03"," 1.129661e+00"," 2.391034e-01"," 7.034796e-01"," 5.047475e-01"," 4.559271e-01"," 1.000000e-01"," 0.000000e+00"," 5.600000e+00"," 1.000000e-01"," 7.000000e-01"," 3.000000e-01","-2.000000e-01"," 1.000000e+00"," 4.000000e-01"," 0.000000e+00"," 1.400000e+00"," 1.000000e+00"," 0.000000e+00"," 8.000000e-01"," 5.000000e-01"," 6.000000e-01","-1.080000e+01","-1.630000e+01"," 9.600000e+00"," 6.617000e-01"," 3.498100e+00"," 3.406000e-01"," 3.970000e+02"," 1.102000e+03"," 1.499000e+03"," 2.790100e+03"," 1.000678e+02"," 1.013544e+02"," 9.848058e+01"," 7.093764e+01"," 1.966401e+05"," 9.994491e+01"," 9.848613e+01"," 2.600000e+01"," 8.000000e+00"," 9.700000e+00"," 0.000000e+00"," 1.252090e+02","-6.433167e-01"," 9.020752e+01"," 8.480071e+01"," 9.636000e+01","-5.573331e-01"," 9.213077e+01","-4.271956e+00"," 9.302326e-01","-5.508952e+00"," 4.152275e+01"," 4.703729e+01","-5.514538e+00"," 1.120000e+01"," 1.600000e+00","-4.000000e-01"," 8.120800e+02"," 7.639000e+01"," 3.500000e+00"," 1.682904e+00"," 8.945233e+01"," 7.610000e+01"," 2.850000e+11"," 9.432000e+01"
"X2010M03","-2.490000e+01","-2.970000e+01","-1.240000e+01","-4.710000e+01","-4.430000e+01","-5.900000e+00","-1.890000e+01","-1.140000e+01","-3.800000e+00","-1.160000e+01"," 9.300000e+00","-1.240000e+01","-1.990000e+01","-4.200000e+00","-4.350000e+01"," 2.100000e+00"," 5.200000e+00","-3.300000e+00","-4.160000e+01"," 1.070705e+02"," 8.175702e+01"," 1.347900e+00"," 3.915758e-01"," 2.402402e-02"," 3.881255e+00"," 3.902215e-01"," 2.561366e-01"," 1.827318e-01"," 5.723443e-02"," 8.388409e-01"," 1.458181e-01"," 0.000000e+00"," 1.007584e+00"," 3.403393e+00"," 5.166110e-01","-1.475216e-01"," 3.066813e-01","-3.591067e-01"," 3.750276e-01"," 4.887897e-01"," 2.034056e+00"," 7.908264e-01"," 2.416068e-01"," 3.541893e-01"," 2.514018e-02"," 6.483683e-02"," 4.000000e-01"," 0.000000e+00"," 3.900000e+00"," 4.000000e-01"," 2.000000e-01"," 0.000000e+00"," 1.000000e+00"," 5.000000e-01","-1.000000e-01"," 2.000000e-01","-3.000000e-01"," 4.000000e-01"," 2.000000e+00"," 4.000000e-01"," 1.000000e-01"," 5.000000e-01","-1.240000e+01","-2.270000e+01"," 1.030000e+01"," 6.450000e-01"," 3.437400e+00"," 3.477000e-01"," 3.720000e+02"," 1.066000e+03"," 1.438000e+03"," 2.690000e+03"," 1.001353e+02"," 1.010843e+02"," 9.851475e+01"," 7.548194e+01"," 2.005363e+05"," 9.993240e+01"," 9.861217e+01"," 2.650000e+01"," 7.700000e+00"," 9.500000e+00"," 4.166667e-01"," 1.231390e+02"," 1.983556e+00"," 1.233103e+02"," 1.026209e+02"," 1.131100e+02"," 2.283342e+00"," 1.106409e+02"," 1.981374e+00"," 1.036866e+00"," 6.406059e+00"," 4.827720e+01"," 5.580733e+01","-7.530122e+00"," 1.090000e+01"," 1.700000e+00","-1.000000e-01"," 8.244000e+02"," 8.120000e+01"," 3.440000e+00"," 1.794871e+00"," 8.945233e+01"," 7.580000e+01"," 2.850000e+11"," 9.352000e+01"
